,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,City,Population
3778,FDZ36,6.035,Regular,0.066051758,Baking Goods,187.72400000000002,18,2009,Medium,Tier 3,Supermarket Type2,2050.6639999999998,Missisauga,713443
3779,FDK38,6.65,Low Fat,0.053506995999999994,Canned,150.0734,18,2009,Medium,Tier 3,Supermarket Type2,3563.3616,Missisauga,713443
3780,FDU51,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.096046304,Meat,178.7028,27,1985,Medium,Tier 1,Supermarket Type3,4604.6728,Toronto,2731571
3781,FDS14,7.285,Low Fat,0.049922304,Dairy,156.9288,13,1987,High,Tier 2,Supermarket Type1,1571.2879999999998,Brampton,593638
3782,FDQ40,11.1,Regular,0.036083537,Frozen Foods,175.4712,49,1999,Medium,Tier 1,Supermarket Type1,2988.1104,Hamilton,747545
3783,FDE20,11.35,Regular,0.005539114,Fruits and Vegetables,167.87900000000002,49,1999,Medium,Tier 1,Supermarket Type1,4074.696,Hamilton,747545
3784,FDH58,12.3,Low Fat,0.036939673,Snack Foods,113.1834,46,1997,Small,Tier 1,Supermarket Type1,3109.9518,London,383822
3785,NCK53,11.6,Low Fat,0.037793818,Health and Hygiene,99.3042,17,2007,Small,Tier 2,Supermarket Type1,2281.6966,Windsor,329144
3786,FDJ44,12.3,Regular,0.106928681,Fruits and Vegetables,173.7396,17,2007,Small,Tier 2,Supermarket Type1,3663.2316,Windsor,329144
3787,FDN22,18.85,Regular,0.138585859,Snack Foods,252.4724,45,2002,Small,Tier 1,Supermarket Type1,3271.7412,Kingston,123798
3788,FDH56,9.8,Regular,0.06407717,Fruits and Vegetables,116.7492,18,2009,Medium,Tier 3,Supermarket Type2,1621.8888,Missisauga,713443
3789,FDK48,7.445,Low Fat,0.037708542000000005,Baking Goods,74.7354,45,2002,Small,Tier 1,Supermarket Type1,1128.531,Kingston,123798
3790,FDQ40,11.1,Regular,0.036020711000000004,Frozen Foods,177.2712,35,2004,Small,Tier 2,Supermarket Type1,2109.2544,Ottawa,1323783
3791,FDH10,21.0,Low Fat,0.049295686,Snack Foods,194.4478,35,2004,Small,Tier 2,Supermarket Type1,968.7389999999999,Ottawa,1323783
3792,FDM21,20.2,Low Fat,0.06449461,Snack Foods,259.2646,45,2002,Small,Tier 1,Supermarket Type1,3091.9752,Kingston,123798
3793,FDX12,18.2,Regular,0.026117345,Baking Goods,239.2196,45,2002,Small,Tier 1,Supermarket Type1,3133.2548,Kingston,123798
3794,FDM51,11.8,Regular,0.025904648,Meat,102.4674,13,1987,High,Tier 2,Supermarket Type1,2037.348,Brampton,593638
3795,FDG09,20.6,Regular,0.080235512,Fruits and Vegetables,188.9556,10,1998,Small,Tier 3,Grocery Store,563.2668,Waterloo,104986
3796,DRD37,9.8,Low Fat,0.013830218,Soft Drinks,45.306000000000004,13,1987,High,Tier 2,Supermarket Type1,1304.968,Brampton,593638
3797,FDN21,18.6,Low Fat,0.076855628,Snack Foods,161.0236,46,1997,Small,Tier 1,Supermarket Type1,483.3708,London,383822
3798,NCQ06,13.0,Low Fat,0.041824524,Household,256.7014,46,1997,Small,Tier 1,Supermarket Type1,2805.0154,London,383822
3799,FDV52,20.7,Regular,0.12152072,Frozen Foods,118.0466,46,1997,Small,Tier 1,Supermarket Type1,1060.6194,London,383822
3800,FDC10,9.8,Regular,0.073289899,Snack Foods,120.8098,17,2007,Small,Tier 2,Supermarket Type1,1325.6078,Windsor,329144
3801,FDX51,9.5,Regular,0.022054552999999998,Meat,195.4452,35,2004,Small,Tier 2,Supermarket Type1,4502.1396,Ottawa,1323783
3802,NCD54,21.1,low fat,0.029054046,Household,144.6786,49,1999,Medium,Tier 1,Supermarket Type1,2889.572,Hamilton,747545
3803,NCK18,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.006665666999999999,Household,164.1184,27,1985,Medium,Tier 1,Supermarket Type3,3797.7232,Toronto,2731571
3804,FDZ01,8.975,Regular,0.009057131999999999,Canned,104.09899999999999,35,2004,Small,Tier 2,Supermarket Type1,2476.776,Ottawa,1323783
3805,FDT48,4.92,Low Fat,0.04595503099999999,Baking Goods,199.1084,46,1997,Small,Tier 1,Supermarket Type1,2182.4924,London,383822
3806,FDB40,17.5,Regular,0.007551606999999999,Dairy,145.8102,49,1999,Medium,Tier 1,Supermarket Type1,1895.5326,Hamilton,747545
3807,NCC07,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.023835164,Household,103.3964,27,1985,Medium,Tier 1,Supermarket Type3,3050.6956,Toronto,2731571
3808,FDT52,9.695,Regular,0.047503317999999996,Frozen Foods,244.6144,49,1999,Medium,Tier 1,Supermarket Type1,3185.1872,Hamilton,747545
3809,FDK09,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.160665697,Snack Foods,227.5352,19,1985,Small,Tier 2,Grocery Store,916.1408,Barrie,197059
3810,NCQ30,7.725,LF,0.048661040999999995,Household,123.7414,10,1998,Small,Tier 3,Grocery Store,121.8414,Waterloo,104986
3811,FDZ60,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.208987123,Baking Goods,106.0596,19,1985,Small,Tier 2,Grocery Store,215.7192,Barrie,197059
3812,NCK18,9.6,Low Fat,0.006692529,Household,164.9184,13,1987,High,Tier 2,Supermarket Type1,2972.1312,Brampton,593638
3813,FDV11,9.1,Regular,0.136695145,Breads,173.4054,10,1998,Small,Tier 3,Grocery Store,875.5269999999999,Waterloo,104986
3814,FDR25,17.0,Regular,0.140311123,Canned,265.6884,17,2007,Small,Tier 2,Supermarket Type1,2649.884,Windsor,329144
3815,FDB26,14.0,Regular,0.031330907000000005,Canned,52.364,45,2002,Small,Tier 1,Supermarket Type1,745.696,Kingston,123798
3816,DRD01,12.1,Regular,0.061521569000000005,Soft Drinks,55.8614,17,2007,Small,Tier 2,Supermarket Type1,1436.7964,Windsor,329144
3817,FDG32,19.85,LF,0.176991029,Fruits and Vegetables,221.5772,17,2007,Small,Tier 2,Supermarket Type1,3558.0352,Windsor,329144
3818,FDY49,17.2,Regular,0.0120098,Canned,163.1184,35,2004,Small,Tier 2,Supermarket Type1,2807.0128,Ottawa,1323783
3819,FDD26,8.71,Regular,0.072141818,Canned,183.3924,35,2004,Small,Tier 2,Supermarket Type1,2776.386,Ottawa,1323783
3820,FDC22,6.89,Regular,0.136984147,Snack Foods,192.68200000000002,18,2009,Medium,Tier 3,Supermarket Type2,2703.1479999999997,Missisauga,713443
3821,DRD27,18.75,Low Fat,0.0,Dairy,97.9042,45,2002,Small,Tier 1,Supermarket Type1,1686.4714,Kingston,123798
3822,FDA44,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.052964982,Fruits and Vegetables,57.793,27,1985,Medium,Tier 1,Supermarket Type3,1754.3829999999998,Toronto,2731571
3823,FDW01,14.5,LF,0.0,Canned,154.4682,13,1987,High,Tier 2,Supermarket Type1,1524.682,Brampton,593638
3824,FDV32,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.155316936,Fruits and Vegetables,64.15100000000001,19,1985,Small,Tier 2,Grocery Store,316.255,Barrie,197059
3825,FDK32,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.048738407000000004,Fruits and Vegetables,152.8682,27,1985,Medium,Tier 1,Supermarket Type3,5031.4506,Toronto,2731571
3826,NCA05,20.75,Low Fat,0.0,Health and Hygiene,149.4734,13,1987,High,Tier 2,Supermarket Type1,2969.468,Brampton,593638
3827,FDR10,17.6,Low Fat,0.010031539,Snack Foods,161.5552,13,1987,High,Tier 2,Supermarket Type1,1787.0072,Brampton,593638
3828,FDL22,16.85,Low Fat,0.036383293,Snack Foods,91.0488,35,2004,Small,Tier 2,Supermarket Type1,1086.5856,Ottawa,1323783
3829,FDD10,20.6,Regular,0.0,Snack Foods,178.1344,35,2004,Small,Tier 2,Supermarket Type1,3568.688,Ottawa,1323783
3830,FDW25,5.175,LF,0.03736783,Canned,86.9224,13,1987,High,Tier 2,Supermarket Type1,255.6672,Brampton,593638
3831,FDR47,17.85,Low Fat,0.087604647,Breads,196.9794,49,1999,Medium,Tier 1,Supermarket Type1,1560.6352,Hamilton,747545
3832,DRF27,8.93,Low Fat,0.028461452999999998,Dairy,152.234,49,1999,Medium,Tier 1,Supermarket Type1,5053.4220000000005,Hamilton,747545
3833,FDQ48,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.034244601,Baking Goods,97.2726,27,1985,Medium,Tier 1,Supermarket Type3,1957.4520000000002,Toronto,2731571
3834,FDS37,7.655,Low Fat,0.031938827999999995,Canned,114.1492,35,2004,Small,Tier 2,Supermarket Type1,1158.492,Ottawa,1323783
3835,NCI18,18.35,LF,0.014024028000000001,Household,224.5746,46,1997,Small,Tier 1,Supermarket Type1,2692.4952,London,383822
3836,NCJ42,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.014232071,Household,100.9332,27,1985,Medium,Tier 1,Supermarket Type3,1743.0644,Toronto,2731571
3837,FDY48,14.0,Low Fat,0.023730384,Baking Goods,104.3332,35,2004,Small,Tier 2,Supermarket Type1,1435.4648,Ottawa,1323783
3838,FDB39,11.6,Low Fat,0.038578846,Dairy,56.1272,49,1999,Medium,Tier 1,Supermarket Type1,671.1264,Hamilton,747545
3839,DRI37,15.85,Low Fat,0.10803618699999999,Soft Drinks,57.3904,18,2009,Medium,Tier 3,Supermarket Type2,703.0848,Missisauga,713443
3840,FDB58,10.5,Regular,0.013572808,Snack Foods,143.2154,17,2007,Small,Tier 2,Supermarket Type1,1559.9694,Windsor,329144
3841,FDV12,16.7,Regular,0.06082402,Baking Goods,98.7384,13,1987,High,Tier 2,Supermarket Type1,1773.6912,Brampton,593638
3842,NCU06,17.6,Low Fat,0.074345142,Household,230.90099999999998,13,1987,High,Tier 2,Supermarket Type1,4364.319,Brampton,593638
3843,FDU34,18.25,Low Fat,0.075501241,Snack Foods,123.1046,18,2009,Medium,Tier 3,Supermarket Type2,249.0092,Missisauga,713443
3844,FDP31,21.1,Regular,0.16216286,Fruits and Vegetables,62.2168,18,2009,Medium,Tier 3,Supermarket Type2,383.5008,Missisauga,713443
3845,FDV11,9.1,Regular,0.081652352,Breads,177.0054,35,2004,Small,Tier 2,Supermarket Type1,2101.2648,Ottawa,1323783
3846,NCY06,15.25,Low Fat,0.061434045,Household,130.9968,18,2009,Medium,Tier 3,Supermarket Type2,2348.9424,Missisauga,713443
3847,NCV41,14.35,Low Fat,0.017073332,Health and Hygiene,109.5228,45,2002,Small,Tier 1,Supermarket Type1,1657.842,Kingston,123798
3848,FDQ52,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.11880685699999999,Frozen Foods,248.8434,27,1985,Medium,Tier 1,Supermarket Type3,6705.2718,Toronto,2731571
3849,FDM38,5.885,Regular,0.092694107,Canned,53.6982,13,1987,High,Tier 2,Supermarket Type1,1525.3478,Brampton,593638
3850,FDA14,16.1,Low Fat,0.065183228,Dairy,148.076,46,1997,Small,Tier 1,Supermarket Type1,1464.76,London,383822
3851,FDB23,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.005561538,Starchy Foods,224.0062,27,1985,Medium,Tier 1,Supermarket Type3,3837.0054,Toronto,2731571
3852,DRH49,19.7,Low Fat,0.024635077000000002,Soft Drinks,84.1592,13,1987,High,Tier 2,Supermarket Type1,1073.2696,Brampton,593638
3853,FDI40,11.5,Regular,0.126313413,Frozen Foods,100.6358,17,2007,Small,Tier 2,Supermarket Type1,2010.7160000000001,Windsor,329144
3854,FDR37,16.5,Regular,0.066383907,Breakfast,180.4292,45,2002,Small,Tier 1,Supermarket Type1,2189.1504,Kingston,123798
3855,FDS16,15.15,Regular,0.066279832,Frozen Foods,147.876,49,1999,Medium,Tier 1,Supermarket Type1,4540.755999999999,Hamilton,747545
3856,FDT15,12.15,Regular,0.042681522,Meat,184.295,46,1997,Small,Tier 1,Supermarket Type1,2014.045,London,383822
3857,FDL32,15.7,Regular,0.0,Fruits and Vegetables,112.4544,13,1987,High,Tier 2,Supermarket Type1,1230.3984,Brampton,593638
3858,FDB39,11.6,Low Fat,0.038736837999999996,Dairy,55.8272,17,2007,Small,Tier 2,Supermarket Type1,1454.1072,Windsor,329144
3859,FDX40,12.85,Low Fat,0.098910759,Frozen Foods,37.6164,13,1987,High,Tier 2,Supermarket Type1,308.9312,Brampton,593638
3860,DRD13,15.0,Low Fat,0.049178998,Soft Drinks,65.6168,45,2002,Small,Tier 1,Supermarket Type1,639.168,Kingston,123798
3861,FDZ43,11.0,Regular,0.057011062,Fruits and Vegetables,241.9512,13,1987,High,Tier 2,Supermarket Type1,2908.2144,Brampton,593638
3862,DRM59,5.88,Low Fat,0.003589104,Hard Drinks,155.5998,13,1987,High,Tier 2,Supermarket Type1,1691.7978,Brampton,593638
3863,NCZ18,7.825,Low Fat,0.0,Household,253.4698,17,2007,Small,Tier 2,Supermarket Type1,6849.0846,Windsor,329144
3864,FDH52,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.043690499,Frozen Foods,60.2194,27,1985,Medium,Tier 1,Supermarket Type3,1733.7432,Toronto,2731571
3865,FDM25,10.695,Regular,0.10154201,Breakfast,173.7712,10,1998,Small,Tier 3,Grocery Store,175.7712,Waterloo,104986
3866,NCP05,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.025164132000000002,Health and Hygiene,152.6024,27,1985,Medium,Tier 1,Supermarket Type3,6072.096,Toronto,2731571
3867,FDY38,13.6,Regular,0.119077255,Dairy,231.23,13,1987,High,Tier 2,Supermarket Type1,2330.3,Brampton,593638
3868,FDO37,8.06,Low Fat,0.021497594,Breakfast,230.3326,17,2007,Small,Tier 2,Supermarket Type1,1386.1956,Windsor,329144
3869,FDV49,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.025702129,Canned,262.6226,27,1985,Medium,Tier 1,Supermarket Type3,7136.7102,Toronto,2731571
3870,NCP02,7.105,Low Fat,0.075000682,Household,61.0562,10,1998,Small,Tier 3,Grocery Store,296.281,Waterloo,104986
3871,NCJ19,18.6,LF,0.11841968300000001,Others,58.3588,45,2002,Small,Tier 1,Supermarket Type1,1545.9876,Kingston,123798
3872,FDW44,9.5,Regular,0.035151215,Fruits and Vegetables,171.8448,46,1997,Small,Tier 1,Supermarket Type1,2556.672,London,383822
3873,FDU56,16.85,LF,0.04441405599999999,Fruits and Vegetables,182.4266,46,1997,Small,Tier 1,Supermarket Type1,2028.6926,London,383822
3874,FDZ58,17.85,Low Fat,0.052471995,Snack Foods,123.7072,17,2007,Small,Tier 2,Supermarket Type1,2450.144,Windsor,329144
3875,FDZ15,13.1,Low Fat,0.020853376,Dairy,117.4782,13,1987,High,Tier 2,Supermarket Type1,1906.8512,Brampton,593638
3876,NCI06,11.3,Low Fat,0.047791877999999996,Household,180.766,49,1999,Medium,Tier 1,Supermarket Type1,5033.448,Hamilton,747545
3877,FDD36,13.3,Low Fat,0.02136022,Baking Goods,120.4124,18,2009,Medium,Tier 3,Supermarket Type2,1777.6860000000001,Missisauga,713443
3878,FDD56,15.2,Regular,0.103988736,Fruits and Vegetables,177.0054,45,2002,Small,Tier 1,Supermarket Type1,3677.2134,Kingston,123798
3879,FDX27,20.7,Regular,0.114581955,Dairy,94.3436,18,2009,Medium,Tier 3,Supermarket Type2,945.436,Missisauga,713443
3880,FDG50,7.405,Low Fat,0.02556185,Canned,89.7146,10,1998,Small,Tier 3,Grocery Store,182.4292,Waterloo,104986
3881,FDU36,6.15,Low Fat,0.046459438,Baking Goods,100.5384,18,2009,Medium,Tier 3,Supermarket Type2,1675.1528,Missisauga,713443
3882,FDJ15,11.35,Regular,0.023322477999999997,Dairy,182.5608,46,1997,Small,Tier 1,Supermarket Type1,3307.6944,London,383822
3883,FDG32,19.85,Low Fat,0.175962247,Fruits and Vegetables,223.0772,35,2004,Small,Tier 2,Supermarket Type1,1779.0176,Ottawa,1323783
3884,FDV15,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.255929096,Meat,103.3648,19,1985,Small,Tier 2,Grocery Store,311.5944,Barrie,197059
3885,FDS28,8.18,Regular,0.08233301900000001,Frozen Foods,58.1588,13,1987,High,Tier 2,Supermarket Type1,343.5528,Brampton,593638
3886,FDU23,12.15,Low Fat,0.021757269,Breads,165.0184,49,1999,Medium,Tier 1,Supermarket Type1,3302.368,Hamilton,747545
3887,DRI03,6.03,Low Fat,0.0226994,Dairy,176.4028,35,2004,Small,Tier 2,Supermarket Type1,4250.4672,Ottawa,1323783
3888,FDH28,15.85,Regular,0.110653377,Frozen Foods,36.9506,17,2007,Small,Tier 2,Supermarket Type1,759.012,Windsor,329144
3889,FDP16,18.6,Low Fat,0.06577152900000001,Frozen Foods,245.7802,10,1998,Small,Tier 3,Grocery Store,245.6802,Waterloo,104986
3890,NCQ29,12.0,Low Fat,0.0,Health and Hygiene,262.3278,17,2007,Small,Tier 2,Supermarket Type1,1561.9668,Windsor,329144
3891,NCH30,17.1,Low Fat,0.0,Household,114.686,18,2009,Medium,Tier 3,Supermarket Type2,1358.2320000000002,Missisauga,713443
3892,FDU31,10.5,Regular,0.024991056,Fruits and Vegetables,217.9508,46,1997,Small,Tier 1,Supermarket Type1,2821.6604,London,383822
3893,FDF04,17.5,LF,0.013658248000000001,Frozen Foods,256.3304,49,1999,Medium,Tier 1,Supermarket Type1,6199.9296,Hamilton,747545
3894,FDZ20,16.1,Low Fat,0.034278413,Fruits and Vegetables,255.2356,13,1987,High,Tier 2,Supermarket Type1,6867.0612,Brampton,593638
3895,NCK05,20.1,Low Fat,0.0,Health and Hygiene,61.3536,10,1998,Small,Tier 3,Grocery Store,183.7608,Waterloo,104986
3896,FDV23,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.18530651399999998,Breads,125.6046,19,1985,Small,Tier 2,Grocery Store,622.523,Barrie,197059
3897,FDA07,7.55,Regular,0.051794957999999995,Fruits and Vegetables,122.6072,10,1998,Small,Tier 3,Grocery Store,122.5072,Waterloo,104986
3898,FDL03,19.25,Regular,0.027058066000000002,Meat,194.81099999999998,13,1987,High,Tier 2,Supermarket Type1,2749.7540000000004,Brampton,593638
3899,FDX04,19.6,Regular,0.041740902,Frozen Foods,49.2376,18,2009,Medium,Tier 3,Supermarket Type2,958.752,Missisauga,713443
3900,FDV19,14.85,Regular,0.035400659,Fruits and Vegetables,161.9578,18,2009,Medium,Tier 3,Supermarket Type2,1444.1202,Missisauga,713443
3901,FDP22,14.65,Regular,0.099535996,Snack Foods,52.2666,18,2009,Medium,Tier 3,Supermarket Type2,615.1992,Missisauga,713443
3902,FDT34,9.3,Low Fat,0.17533647100000002,Snack Foods,107.0964,17,2007,Small,Tier 2,Supermarket Type1,1472.7496,Windsor,329144
3903,FDZ26,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.143319995,Dairy,237.5222,27,1985,Medium,Tier 1,Supermarket Type3,7170.666,Toronto,2731571
3904,NCM43,14.5,Low Fat,0.01950565,Others,163.921,49,1999,Medium,Tier 1,Supermarket Type1,2446.815,Hamilton,747545
3905,DRK35,8.365,Low Fat,0.071846495,Hard Drinks,37.9506,46,1997,Small,Tier 1,Supermarket Type1,569.259,London,383822
3906,FDO20,12.85,Regular,0.0,Fruits and Vegetables,252.3382,46,1997,Small,Tier 1,Supermarket Type1,4794.4258,London,383822
3907,FDO22,13.5,Regular,0.017887238,Snack Foods,79.49600000000001,49,1999,Medium,Tier 1,Supermarket Type1,1438.128,Hamilton,747545
3908,FDM46,7.365,Low Fat,0.159967845,Snack Foods,94.712,46,1997,Small,Tier 1,Supermarket Type1,1304.968,London,383822
